content,title,id
"Jim Marchant

James Carl Marchant Jr. (born 1956) is a Republican member of the Nevada Assembly. He represents the 37th district, which covers parts of the northwestern Las Vegas Valley.

Marchant was born in 1956 in Gainesville, Florida. He graduated from Troy University with a degree in criminal justice, and moved to Nevada from Florida in 2005. Marchant worked for the family business from 1978 until 1984, when he left to found his own business.

In 2015, Marchant threatened to run against then-Speaker John Hambrick; he ultimately decided to challenge Glenn E. Trowbridge instead. Marchant defeated Trowbridge and then Democrat Sean D. Lyttle in the general election.",Jim Marchant,180
"6th National Congress of Kuomintang (Wang Jingwei)

The 6th National Congress of Kuomintang () was held by Wang Jingwei and his followers from the Kuomintang in exile after he defected from Chiang Kai-shek to Japan, in Japanese-occupied Shanghai, on 28 August 1939. As he was a collaborator, this congress was not considered legitimate after the war. A ""central political conference"" was held in Nanjing later on 20 March 1940, establishing his new regime.
The Congress eventually led to the formation of the Reorganized National Government of the Republic of China, a puppet state of Japan under Wang Jingwei's leadership.",6th National Congress of Kuomintang  Wang Jingwei ,181
"Prasophyllum subbisectum

Prasophyllum subbisectum, commonly known as the Pomonal leek orchid, is a species of orchid endemic to Victoria. It has a single, thin tubular leaf and up to fifteen small, greenish-brown to brown flowers well-spaced along a thin flowering stem. It is only known from a small area around Stawell.

""Prasophyllum subbisectum"" is a terrestrial, perennial, deciduous, herb with an underground tuber and a single tube-shaped leaf long and wide. Between seven and fifteen flowers are well-spaced along a flowering stem long which reaches to a height of . The flowers are greenish-brown to brown and as with others in the genus, are inverted so that the labellum is above the column rather than below it. The dorsal sepal is lance-shaped to egg-shaped, long, about wide and curves downward. The lateral sepals are long, about wide and curve backwards. The petals are long, about wide and pointed. The labellum is greenish or pinkish, egg-shaped, about long and wide and turns sharply upwards near its middle. There is a shiny green or brown, deeply channelled callus along the centre of the labellum, extending almost to its tip. Flowering occurs in October and November.

""Prasophyllum subbisectum"" was first formally described in 1936 by William Henry Nicholls and the description was published in ""The Victorian Naturalist"" from a specimen collected near Pomonal. The specific epithet (""subbisectum"") is derived from the Latin word ""sectus"" meaning ""cut"", with the prefixes ""sub-"" meaning ""somewhat"" and ""bi-"" meaning ""two"" or ""double"".

The Pomonal leek orchid mostly grows in heathy woodland near Stawell.

In 2010, ""P. subbisectum"" was recorded in four populations with a total of about 130 plants. It is listed as ""Endangered"" under the Commonwealth Government ""Environment Protection and Biodiversity Conservation Act 1999"" (EPBC) Act and the Victorian ""Flora and Fauna Guarantee Act 1988"". The main threats to its survival are grazing by rabbits and kangaroos, habitat disturbance and inappropriate fire regimes.",Prasophyllum subbisectum,182
"1983 NCAA Division II Soccer Championship

The 1983 NCAA Division II Soccer Championship was the 12th annual tournament held by the NCAA to determine the top men's Division II college soccer program in the United States.

Seattle Pacific defeated Tampa in the final, 1–0, to win their seond Division II national title. The Falcons, who previously won in 1978, were coached by Cliff McCrath.

The final match was played on December 2 at the University of Tampa in Tampa, Florida.",1983 NCAA Division II Soccer Championship,183
"Kaat Tilley

Kaat Tilley (20 September 1959-22 June 2012) was a Belgian Flemish fashion designer known for her imaginative and devouring creations.

Kaat Tilley grew up in Kapelle-op-den-Bos and as a child, she was fond of fairy tales. The inaccessibility, strength, beauty and fragility of the fairy-tale figure Snow White became her trademark. Tilley would regularly refer to this in her later visual work.

Tilley studied at Sint Lucas in Brussels and learned the technique of painting there. Tilley was a former student of the Antwerp Fashion Academy. She graduated there cum laude with the theme for her final collection ""Mahler and Venice "".

Tilley was known for her romantic to fairytale clothing. In 1990 she designed a jewelery collection. In 1993 she signed the costumes for the film "" Antoine "". Her creations are midway between fashion and art. She dressed among others Diana Ross, Barbra Streisand, Naomi Campbell, Melanie Griffith and Halle Berry.

In the meantime she became an established name, witness her retrospective exhibition at the Gaasbeek Castle in the autumn of 2005.

In 2007 Tilley kept on her living and working area in Asbeek (Asse) an exhibition and sale of a large part of her prototypes and paintings. She claimed that she was first a painter and secondly a fashion designer. Art and beauty were inextricably linked throughout her career.

She had a gallery in the Royal Gallery of the Brussels Galeries Royales Saint-Hubert. She designed costumes for Zap Mama and Madredeus. On a commercial level, she struggled with a few setbacks. After a bankruptcy in 2009 she returned two years later with a collection furniture, fabrics, lighting, jewelery and pictorial work. She designed the clothes for the opera La Traviata. The last ten years of her life she lived and worked in a converted watermill in Asbeek.

The designer overcame in 1989 a form of cancer. She died unexpectedly on 22 June 2012 pneumonia by pneumococcus. She is survived by two daughters. The months before her death she had a lot of projects in the pipeline. For example, she designed the uniforms for the cabin crew of Thomas Cook Airlines Belgium and there was the collection for the clothing chain JBC. For the fall of 2012 she was working on the costume design of the musical Peter Pan. Preparations for the sale of its archive at the end of June 2012 were in full swing.

The funeral ceremony of the designer took place on 28 June in an intimate circle at her domain in Asbeek.",Kaat Tilley,184
"Fritz Lustig

Fritz Lustig (1919–2017) was a German-Jewish emigrant to England during the Nazi era.

Lustig was born on 31 March 1919. he arrived in the United Kingdom in April 1939 (his parents later left Germany for Portugal; his brother, Ted, to the United States, for whom he fought during the war).

He was briefly interned as an ""enemy alien"", at Peveril Camp, on the Isle of Man, in 1940, following the outbreak of World War II. He then enlisted in the British Army's Pioneer Corps, playing cello in its orchestra, but was transferred to the Combined Services Detailed Interrogation Centre in 1943, where he eavesdropped on captured Axis officers at Latimer House and Wilton Park in Buckinghamshire, known then as ""No 1 Distribution Centre"" and ""No 2 Distribution Centre"" respectively.

After rising to Regimental Sergeant Major, he was demobbed in June 1946. He subsequently worked in accountancy and credit control. He obtained British nationality in May 1947.

While working for CSDIC he met Susan Cohn, also a refugee from Germany. They were married in 1945. She died in 2013. One of their two sons is the broadcaster Robin Lustig. The other is Stephen, a music publisher.

Lustig died on 18 December 2017. Several obituaries were published, including those in ""The Times"", and ""The Guardian"", and one on the BBC Radio 4 programme ""Last Word"".",Fritz Lustig,185
"United People for Social Renovation

United People for Social Renovation (, PURS) is a political party in Cameroon.

The party was founded in 2010, but did not nominate a candidate for the 2011 presidential elections. It did contest the 2013 parliamentary elections. Serge Espoir Matomba is the party's candidate for the 2018 presidential elections.",United People for Social Renovation,186
"1961 NAIA Soccer Championship

The 1961 NAIA Soccer Championship was the third annual tournament held by the NAIA to determine the national champion of men's college soccer among its members in the United States.

Howard defeated defending co-national champions Newark Engineering in the final, 3–2, to win their first NAIA national title. 

The final was played at Lock Haven State College in Lock Haven, Pennsylvania.",1961 NAIA Soccer Championship,187
"Vernonopterus

Vernonopterus is a genus of prehistoric eurypterid classified within the family Hibbertopteridae. The genus contains one species, ""V. minutisculptus"", from the Carboniferous of Lanarkshire, Scotland.",Vernonopterus,188
"Brush Creek, Minnesota

Brush Creek is an unincorporated community in Brush Creek Township, Faribault County, Minnesota, United States.",Brush Creek  Minnesota,189
"Pompeiopolis (disambiguation)

Pompeiopolis () may refer to several cities named after Pompey:",Pompeiopolis  disambiguation ,190
"JKC

JKC may refer to:",JKC,191
"Gran Hotel (Arrecife)

The Arrecife Gran Hotel & Spa better known as Gran Hotel is a skyscraper in the city of Arrecife (Canary Islands, Spain). It is the tallest building on the island of Lanzarote with 54 meters and 15 floors (above ground).

Completed in 1974, it is located at the end of Maritime Avenue of Arrecife by the sea and ""Playa de El Reducto"". The building functions as a 5-star hotel and its height also makes it the tallest building in the Canary Islands outside of Tenerife and Gran Canaria. Recently its facade has been modernized and restored with steel and glass cladding.",Gran Hotel  Arrecife ,192
"Somewhere Over the Rainbow (Harold Mabern album)

Somewhere Over the Rainbow is an album by pianist Harold Mabern. It was recorded in 2005 and released by Venus Records.

The album was recorded on November 11, 2005, at The Studio in New York. It was produced by Tetsuo Hara and Todd Barkan. The personnel are Harold Mabern (piano), Dwayne Burno (bass), and Willie Jones III (drums).

All of the compositions are by Harold Arlen. Mabern commented that, ""I've always studied him because his music is very bluesy. And you don't really have to do anything to his music but just go ahead and play it."" Jones uses brushes on most of the tracks. ""A Sleeping Bee"" gets a ""gospel-inflected soul-jazz treatment"". ""This Time the Dream's on Me"" has ""a hip Latin vamp to introduce a soul-jazz-infused arrangement"". Mabern's arrangement of ""Savannah"" begins as a calypso and then shifts into hard bop. ""Somewhere Over the Rainbow"" was released by Venus Records.",Somewhere Over the Rainbow  Harold Mabern album ,193
"Starry Internet

Starry Internet is a fixed wireless broadband Internet service provider (ISP or WISP) operated by Starry, Inc., using millimeter-band LMDS connections, sometimes categorized as 5G fixed wireless, to connect its base stations to customer buildings.

Starry, Inc. was publicly announced in January 2016 by Chaitanya ""Chet"" Kanojia, who had previously founded Aereo. , it is providing commercial service to a limited number of apartment buildings in the Boston area for $50/month per apartment, promising 200Mbit/s upload and download speeds. , Starry was based in Boston, had about 100 employees, and had raised $63 million of funding. Kanojia claims that Starry's capital cost will be only $25 per home, as compared to $2,500 for cable.

Starry's system operates on the 38.2 GHz and 38.6 GHz bands, connecting its base stations (""Starry Beam"") to receivers on individual buildings (""Starry Points""). Each base station covers a radius of 1.5 km. Signal propagation is near line-of-sight, not penetrating buildings and windows, and is degraded by foliage or rain, so Starry directs its signal using Multi-user MIMO phased array antennas, and can take advantage of reflections. 

The base station redistributes its signal within a building using Starry's own Wi-Fi router (""Starry Station"").

Analysts are mixed about Starry's prospects. Some point to the failure of Clearwire (which operated WiMax on the 2.5 GHz band), or to technical challenges: ""The physics are tough to overcome, and technology has been slow to improve here."" Others note that if the expected low fixed costs per user are achieved, ""they could profitably offer competitive broadband speeds for a fraction of the current price of wired broadband"".

In January 2018, Starry announced they would be rolling out a beta version of their internet service in Los Angeles and Washington, DC later in the month.


https://finance.yahoo.com/news/startup-replace-cable-internet-faces-hurdles-184749743.html",Starry Internet,194
"Cyrtoctenus

Cyrtoctenus is a genus of prehistoric eurypterid classified within the family Hibbertopteridae. The genus contains six species, ranging in temporal range from the Devonian to the Carboniferous.

""Cyrtoctenus wittebergensis"" is one of the few eurypterids known from the southern hemisphere, where eurypterid finds are rare and usually fragmentary.

""Cyrtoctenus"" was a gigantic Hibbertopterid eurypterid, with ""C. wittebergensis"" reaching lengths of around 1.5 meters. The anterior movable spines of the distal podomeres on the second, third and fourth prosomal appendages were modified to form ""fingers"" associated with fixed combs developed as modifications of the posterior spine.

""Cyrtoctenus"" had further adaptations towards sweep-feeding than other hibbertopterids, with its blades modified into comb-like rachis that could entrap smaller prey or other organic food particles. With its coxae being large, it is likely that ""Cyrtoctenus"" would also feed on relatively large invertebrates when able to.

It is believed that some of the genera within the Hibbertopteridae represent synonyms of each other. Four of the genera in the family, ""Campylocephalus"", ""Hastimima, Dunsopterus"" and ""Vernonopterus"" are clearly hibbertopterids but known from very incomplete specimens. Further discoveries may point to that some of them are synonymous with either ""Hibbertopterus"" or ""Cyrtoctenus"".

Furthermore, ""Cyrtoctenus"" and ""Hibbertopterus"" might represent different ontogenetic stages of each other, where rachis would have developed in the later moult stages. This would also explain why smaller ""Hibbertopterus"" specimens are more complete than the fragmentary remains known of ""Cyrtoctenus"", as the majority of ""Hibbertopterus"" specimens would represent exuviae whilst ""Cyrtoctenus"" specimens represent actual mortalities susceptible to scavengers.

The species currently seen as valid species of the genus are:",Cyrtoctenus,195
"1933 UCI Road World Championships – Men's road race

The men's road race at the 1933 UCI Road World Championships was the seventh edition of the event. The race took place on Monday 14 August 1933 in Montlhéry, France. The race was won by Georges Speicher of France.",1933 UCI Road World Championships – Men s road race,196
"Big South Conference Men's Soccer Tournament

The Big South Conference Men's Soccer Tournament is a men's college soccer tournament that determines the Big South Conference's automatic berth into the NCAA Division I Men's Soccer Tournament. Held annually since 1984, the tournament is the oldest active NCAA Division I men's college soccer tournament.

With 12 titles, Coastal Carolina has won the most Big South tournaments of all members past and present. Winthrop has the most titles of current Big South Conference members, with five.",Big South Conference Men s Soccer Tournament,197
"Harry Driggs

Harry Driggs (November 3, 1935 — July 14, 2007) was an American artist, graphic designer, political activist and underground cartoonist who designed the leafy graphic logo for California's Green Party. In June 1967 the San Francisco Diggers published a small edition of his pioneering 28-page underground comic ""The Life and Loves of Cleopatra"", an obscene travesty inspired by the Elizabeth Taylor film ""Cleopatra"", which they gave away free in the Diggers' Free Store at the corner of Cole and Carl in Haight-Ashbury. This small first edition was issued anonymously without the knowledge or permission of Driggs, who left for New York City where he joined the staff of the radical newspaper ""The National Guardian"". When he returned to San Francisco in 1969 he authorized Don Donahue to bring out a new, redrawn edition under the pseudonym ""R. Diggs"". A third edition was self-published by Driggs in 1977 and Rip Off Press put out a reformatted fourth edition with new comix by Driggs in 1991.

He was a longtime resident of San Francisco, where he worked in advertising as a graphic designer and art director. He served as art director for the underground newspaper ""Good Times"" where he recruited Trina Robbins to draw for the paper. In the 1980s he joined the newly-formed Green Party, for which he designed posters, newsletters, and other materials, and did design work for local non-profits. He also contributed to ""Rip Off Comix"" and Last Gasp's"" Anarchy Comics"". Two volumes of his political cartoons were published by Rip[ Off Press in 1977 and 1979, under the title ""Great Diggs"".",Harry Driggs,198
"Cecilie Mørch Hansen

Cecilie Mørch Hansen (born 18 December 1993) is a Danish handball player who currently plays for Randers HK.",Cecilie Mørch Hansen,199
"Two Feet

Two Feet is the musical alias of Bill Dess, an American singer, songwriter, and producer from New York City.

Dess played locally in jazz and blues ensembles before forming Two Feet. After his single ""Go Fuck Yourself"" became a viral video online, he signed with Republic Records. The single reached #36 on Billboard magazine's Hot Rock Songs chart.",Two Feet,200
